GEO_ID,NAME,DP05_0002PE,DP05_0003PE,DP05_0005PE,DP05_0006PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0017PE,DP05_0019PE,DP05_0024PE,DP05_0037PE,DP05_0038PE,DP05_0039PE,DP05_0044PE,DP05_0071PE
id,Geographic Area Name,Percent Male,Percent Female,Percent 5 and under,Percent 5 to 9,Percent 10 to 14,Percent 15 to 19,Percent 20 to 24,Percent 25 to 34 years,Percent 35 to 44 years,Percent 45 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent under 18 years,Percent 65 years and over,Percent White,Percent Black ,Percent American Indian and Alaska Native,Percent Asian,Percent Hispanic/Latino
0500000US13057,"Cherokee County, Georgia",49.2,50.8,6,6.5,7.8,6.8,5.6,12,14,15.2,6.6,5.9,8.8,3.7,0.9,24.9,13.4,86.3,7,0.4,1.8,10.5
0500000US13059,"Clarke County, Georgia",47.6,52.4,5.3,4.7,4.9,11.2,17.7,16.6,11.2,8.9,4.6,4.3,6.4,3.2,1,17.4,10.6,63.3,27.9,0.1,3.9,10.8
0500000US13061,"Clay County, Georgia",48.4,51.6,3.8,5.2,6.4,6.3,4,10.5,10.7,9.6,8.9,8.9,13.8,9.1,2.9,19.1,25.8,35.8,62.4,0,1,0.4
0500000US13063,"Clayton County, Georgia",46.8,53.2,7.6,7.7,8.2,7.3,7.2,15.5,13.3,13.1,5.9,5.1,6.2,2.2,0.7,28,9,16.3,69.3,0.2,5.1,13.2
0500000US13065,"Clinch County, Georgia",50.6,49.4,6.9,6.8,8.3,7.2,4.6,10.8,13.6,13.4,7.5,5.4,9.2,5.1,1.3,25.8,15.5,65.6,28.4,0,0,4.2
0500000US13067,"Cobb County, Georgia",48.4,51.6,6.3,6.7,6.7,6.7,6.5,14.6,14.2,14.4,6.6,5.4,7.6,3.1,1.1,23.9,11.9,58.6,27.6,0.3,5.4,13
0500000US13069,"Coffee County, Georgia",51.5,48.5,6.8,7.7,5.9,6.9,7.2,13.9,13.2,13.5,6,5.4,8.6,3.9,1.1,24.5,13.7,67.8,28.5,0,0.8,11.7
0500000US13071,"Colquitt County, Georgia",49.5,50.5,6.9,7.3,7.8,6.7,6.6,12.7,12.8,12.6,6.3,5.2,8.9,5.1,1.3,26.2,15.3,63.8,23.4,1.1,0.8,19.2
0500000US13073,"Columbia County, Georgia",48.9,51.1,6.4,7.3,7.3,6.7,5.9,13.8,14,13.3,6.2,5.8,8.2,3.8,1.2,25.5,13.2,73.9,16.7,0.3,3.9,6.7
0500000US13075,"Cook County, Georgia",47.9,52.1,6.5,6.9,7.6,6.9,6.2,11.9,12.6,13.3,6,6.2,9.3,5.2,1.4,25.6,15.9,68.7,27,0.3,0.7,5.8
0500000US13077,"Coweta County, Georgia",48.7,51.3,6.1,6.8,7.4,7,5.8,12.2,13.3,15.2,6.8,5.9,8.5,3.9,1.1,24.8,13.5,76.4,17.9,0.3,2.1,7
0500000US13079,"Crawford County, Georgia",52.6,47.4,5.4,5.4,6.4,7.3,4.8,10.3,12,14.4,9,6.9,11.8,5.2,1,21.3,18,74.9,22,0.1,0.2,3.3
0500000US13081,"Crisp County, Georgia",48.2,51.8,6.4,7.5,6,8.2,5.2,11.3,11.6,11.8,7.1,6.7,10.6,5.7,1.9,24.3,18.2,52.7,45.5,0,0.2,3.4
0500000US13083,"Dade County, Georgia",48.9,51.1,4.8,4.6,6.5,9.5,6.1,10.7,12.1,12.5,7.7,6.6,11.6,5.1,2.2,19.1,18.9,94.6,0.8,0,1.8,2.3
0500000US13085,"Dawson County, Georgia",49.8,50.2,5.4,4.6,6.5,6,6.2,11.5,11.6,14.1,6.1,8.1,13.2,5.2,1.6,20.3,20,96.3,1.1,0.1,0.6,4.7
0500000US13087,"Decatur County, Georgia",48.1,51.9,6.7,6.3,7.3,6.9,6.4,12.7,11.9,12.9,7.4,5.5,9.1,5.5,1.4,24.5,16,52.5,42.1,0.1,0.2,6.1
0500000US13089,"DeKalb County, Georgia",47.3,52.7,7.1,6.5,6.3,5.8,6.4,16.7,14.3,13.3,6.2,5.5,7.5,3.1,1.3,23.3,11.9,34.3,54,1,6.1,8.5
0500000US13091,"Dodge County, Georgia",52.6,47.4,5.1,5.1,6.2,5.1,7.1,12.2,13.6,14.4,7.5,6.2,11.1,5.3,1.1,19.7,17.5,67.2,28.7,0,0.3,3.5
0500000US13093,"Dooly County, Georgia",54.1,45.9,4,4,6.2,7.4,6.2,9.6,15.8,12.4,7.1,8.2,11.6,5.5,2.1,17.7,19.2,45.1,49.1,0,0,6.9
0500000US13095,"Dougherty County, Georgia",46.2,53.8,6.7,6.3,7.2,7.6,8.1,13.5,11.6,11.4,6.1,6.3,9.1,4.6,1.6,24.1,15.3,26.4,69.6,0.2,1,2.9
0500000US13097,"Douglas County, Georgia",47.7,52.3,6.3,6.7,8.2,7.6,6.6,12.6,13.9,15,6.2,5.6,7.3,3,1.1,26.1,11.4,46.2,46.9,0.1,1.6,9.7
0500000US13099,"Early County, Georgia",46.5,53.5,6.5,7.4,6.8,5.3,7.8,10.4,11.2,12.6,6.1,7,10.9,4.8,3.3,25.2,19,45.3,52.5,0.3,0.6,0.8
0500000US13101,"Echols County, Georgia",47.4,52.6,4.4,7.9,4.7,8.6,4.3,12.8,14.8,15.7,3.8,6.8,8.4,4.9,2.8,22.1,16.1,73.8,2,2.2,0,27.3
0500000US13103,"Effingham County, Georgia",49.5,50.5,6.9,7.9,7.2,7.1,5.8,13.7,14,14,6.7,5.3,7.4,3.1,0.9,26.6,11.4,81.6,13.3,0.2,0.9,4.4
0500000US13105,"Elbert County, Georgia",48,52,6,5.5,6.8,6,5.9,11.4,10.9,12.8,7.4,7,11.4,6.5,2.4,21.9,20.3,68.1,29.9,0,0.6,5.7
0500000US13107,"Emanuel County, Georgia",49,51,7,5.7,8.3,7.1,5.9,13.5,12.2,11.8,7.6,5.2,9.4,5.1,1.2,25,15.7,62.4,33.9,0.3,0.4,4.5
0500000US13109,"Evans County, Georgia",49.5,50.5,7,7.4,8,5.6,4.6,15,11.4,12.5,5.6,6.6,9.3,5.4,1.7,26.4,16.4,58,29.7,0.1,0.9,11.7
0500000US13111,"Fannin County, Georgia",48.5,51.5,4,4,5.7,4.5,4.8,8.8,9.5,12.4,8.2,9.7,17.5,8.4,2.6,16.7,28.5,96.5,0.2,0.1,0.4,2.4
0500000US13113,"Fayette County, Georgia",48.5,51.5,4.5,5.8,7.8,8,6,8.7,11.3,15.3,8.3,6.6,11,4.8,1.8,23.3,17.7,66.9,22.7,0.2,4.5,7.2
0500000US13115,"Floyd County, Georgia",48.4,51.6,6,6.3,6.9,7.4,6.8,12.7,12.1,12.8,6.4,6.2,9.5,5,2,23.3,16.5,78.3,13.9,0.2,1.4,11.1
0500000US13117,"Forsyth County, Georgia",49.7,50.3,6.1,7.9,8.8,7.5,5,9.7,16.1,16.6,6.1,4.7,7.3,3.6,0.9,27.9,11.7,79.2,3.5,0.3,12.9,9.5
0500000US13119,"Franklin County, Georgia",48.8,51.2,6,5.2,6.9,6.8,6.9,11.6,10.6,13.4,7.4,5.8,11.6,5.7,2,21.9,19.3,85.3,9.3,0.1,0.9,4.6
0500000US13121,"Fulton County, Georgia",48.4,51.6,6,6.3,6.2,6.8,7.2,16.8,14.4,13.8,6,5.2,7,3.2,1.2,22.2,11.4,44.6,44.1,0.4,7.1,7.2
0500000US13123,"Gilmer County, Georgia",49.9,50.1,5.3,4.3,6.3,5.5,5.4,9.2,10.7,13.3,6.9,9.1,15.2,7.3,1.6,19.5,24.1,91.5,0.5,1.7,0.5,11.6
0500000US13125,"Glascock County, Georgia",48.8,51.2,4.2,7,6.7,8.8,5.2,9.8,12.8,15.4,6.5,7.2,9.3,5.4,1.7,22.8,16.5,88.6,10.2,0.3,0,1.2
0500000US13127,"Glynn County, Georgia",47.1,52.9,5.8,6.3,6.2,6,5.7,12.1,11.8,12.6,7.1,6.7,11.8,5.4,2.5,22.1,19.7,68.5,26.3,0.4,1.3,6.6
0500000US13129,"Gordon County, Georgia",49.5,50.5,5.8,6,8.2,7.2,6.1,12.4,12.7,14.6,6.4,6.2,8.7,4.4,1.3,24.6,14.4,87.9,3.8,1.3,1.1,15.8
0500000US13131,"Grady County, Georgia",48.6,51.4,5.5,6.3,8.8,5.9,5.3,12.5,11.4,13.2,7.5,5.9,10.5,5.6,1.6,24.7,17.7,65.5,29.8,0.5,0.6,11.5
0500000US13133,"Greene County, Georgia",49.2,50.8,5.2,5.4,5.4,4.8,5,9.9,9.6,10.5,6.3,9.4,18.2,8.2,2.1,19,28.4,59.1,35.2,0,1.1,6
0500000US13135,"Gwinnett County, Georgia",48.8,51.2,6.7,7.4,8.2,7.5,6.5,13.3,14.6,14.8,6.3,5.1,6.3,2.6,0.8,27.2,9.6,48.5,27.8,0.4,11.6,21.2
0500000US13137,"Habersham County, Georgia",47.4,52.6,5.8,5.6,7.1,6.9,6.8,11.7,12.2,13,6.3,6.2,10.8,6.3,1.3,22.4,18.5,86.1,3.2,0.1,1.9,14.8
0500000US13139,"Hall County, Georgia",49.7,50.3,6.6,6.9,7.6,7,6.6,13,12.7,13.5,6.2,5.4,8.7,4.5,1.3,25.6,14.6,85.6,7.2,0.2,1.8,28.4
0500000US13141,"Hancock County, Georgia",56.6,43.4,3.9,3.7,3.9,4.3,6.9,15.8,10.8,13,8.6,6.7,13.6,6.9,1.9,13.9,22.4,24.4,73.2,0,0.4,1.7
0500000US13143,"Haralson County, Georgia",48.3,51.7,6.3,6,7.8,6.4,5.4,12.9,11.6,15.1,5.4,7.3,9.4,5,1.4,24.2,15.8,92.3,5.1,0.1,0.4,1.7
0500000US13145,"Harris County, Georgia",50.3,49.7,5,5.7,6.8,6.9,5.5,10.1,12,15,7.5,7.6,11.9,4.9,1.3,21.9,18.1,79.2,16.1,0.1,1.1,3.6
0500000US13147,"Hart County, Georgia",49.1,50.9,5.3,5.8,6.3,5.4,4.9,12.1,11.4,12.9,6.8,7.3,12.5,7.2,2.2,20.7,21.8,77.4,19.4,0,1,3.6
0500000US13149,"Heard County, Georgia",49.4,50.6,5.6,6.1,6.7,6.5,6.2,11.1,12.3,14.5,7.2,7.1,10.2,4.3,2.1,22.7,16.6,86.9,8.7,0,0.5,2.7
0500000US13151,"Henry County, Georgia",47.7,52.3,5.8,7.1,7.8,8.2,6.5,12,13.9,15.4,6.6,5.3,7.3,2.9,1.1,26,11.3,47.9,43.9,0.1,3.3,6.8
0500000US13153,"Houston County, Georgia",48.5,51.5,6.7,7.2,7.5,6.5,6.6,14.7,13.2,13,6.5,5.5,7.3,3.7,1.4,25.7,12.4,60.4,31,0.5,3.3,6.5
0500000US13155,"Irwin County, Georgia",52.6,47.4,4.5,6.2,7.1,10,5.3,10.3,13.1,13.3,5.2,6.4,10.4,6.7,1.6,22,18.7,69.8,28.7,0.1,0.4,3.8
0500000US13157,"Jackson County, Georgia",49.5,50.5,6.6,7.4,7.1,6.5,4.9,13.1,13.7,14.4,6.1,5.8,8.9,4.3,1.2,25.4,14.4,86.5,6.8,0.1,1.8,7.7
0500000US13159,"Jasper County, Georgia",48.4,51.6,5.6,6.4,7.7,6.1,4.9,11,12.1,14,7.2,7.5,10.6,5.3,1.6,23.3,17.5,75.4,20.4,0.1,0.3,3.9
0500000US13161,"Jeff Davis County, Georgia",48.9,51.1,6.8,7.2,8.4,7.7,5.1,13.1,12.9,11.7,5.4,6.5,9.6,4.5,1.1,26.7,15.1,77.2,16.7,0,0.2,12.1
0500000US13163,"Jefferson County, Georgia",48.2,51.8,6.1,5.9,7.3,6.4,6.1,12,11.7,12.9,7,6.7,11,5.2,1.8,23.6,18,43.5,53.3,0.1,0.3,3.8
0500000US13165,"Jenkins County, Georgia",46.6,53.4,6.7,8.8,4.5,3.7,9.8,7.6,10.5,15.3,8.9,6.5,13.5,2.6,1.7,22.4,17.8,59.2,34.9,1.4,1.1,8.2
0500000US13167,"Johnson County, Georgia",56.8,43.2,5.7,6.7,3.2,6.2,6.3,10.8,15.9,13.4,6.1,7.6,11.3,4.1,2.7,19.3,18.1,64.2,33.2,0,0.2,2.5
0500000US13169,"Jones County, Georgia",48,52,5.1,7.9,6,7.1,5.2,11.1,12.6,14.3,6.9,6.4,10.4,5.4,1.6,23.4,17.4,72.9,24.6,0.2,0.7,1.7
0500000US13171,"Lamar County, Georgia",48.8,51.2,5.8,4.4,6.7,10.2,7.9,11.3,11.7,12,7.2,6,10.5,4.4,1.9,20.9,16.7,66.2,29.4,0.1,0.5,2.5
0500000US13173,"Lanier County, Georgia",48.4,51.6,7.2,5.5,8.2,6.4,6.6,15.3,13.7,11.2,5.9,6,7.8,3.2,2.8,25.2,13.8,74,24.4,0.2,0.2,5.7
0500000US13175,"Laurens County, Georgia",47.3,52.7,6.6,6.9,7.1,6.5,5.9,12,12.1,12.6,7.3,5.7,9.7,5.8,1.7,24.7,17.2,58.6,37.3,0.1,1.1,2.7
0500000US13177,"Lee County, Georgia",49.9,50.1,6.1,7.4,8.3,7.1,5.6,12.7,15,13.4,6.3,5.7,8.5,3.2,0.8,26.5,12.5,73.4,20.7,0.1,2.5,3
0500000US13179,"Liberty County, Georgia",50.8,49.2,10.2,6.9,7.5,6,11.5,19.5,11,9.3,4.9,4.5,5.8,2.4,0.6,28.2,8.8,45.8,41.2,0.5,2.1,12.6
0500000US13181,"Lincoln County, Georgia",46.8,53.2,5.1,5.4,6.3,5.4,4.4,9.5,11.6,12.2,7.4,9.3,14,8.3,1,19.2,23.2,67.4,31,0.1,0,1.8
0500000US13183,"Long County, Georgia",50.6,49.4,7.5,8.6,7.9,8.1,5.3,16.1,14.8,12.1,6.2,4.4,5.8,2.7,0.5,28.2,9.1,63.9,24.9,0.2,1.1,11.3
0500000US13185,"Lowndes County, Georgia",48.7,51.3,7.1,6.8,6.5,7.8,12.8,15.2,11.2,10.6,5.5,4.7,7.1,3.5,1.3,24,11.9,57,36.5,0.4,1.7,5.7
0500000US13187,"Lumpkin County, Georgia",48.6,51.4,4.3,5.8,4.8,9.9,12.1,11.1,10.4,11.2,6.5,7,10.6,5,1.3,18.3,16.8,94.3,2.1,0.3,0.8,4.8
0500000US13189,"McDuffie County, Georgia",45.8,54.2,6.6,7.4,6.5,6.8,6.9,11.8,10.7,12.3,6.5,7.2,10.6,5.1,1.6,25.3,17.3,54,39.9,0,0.4,3.1
0500000US13191,"McIntosh County, Georgia",50.3,49.7,3.4,4.6,5.6,5,3.4,11.7,9.1,14.3,8.5,8.7,16.3,8.1,1.3,16.8,25.7,62.3,35.5,0.1,1.3,0.3
0500000US13193,"Macon County, Georgia",54.6,45.4,4.4,5.7,5.1,6.7,6.6,15,12.5,13.1,7.2,7.3,10.7,4,1.8,19.2,16.5,34.3,61.5,0,0.4,4.3
0500000US13195,"Madison County, Georgia",49.1,50.9,5.8,7.7,5.9,5.5,6.2,11.8,12.7,13.9,7.2,6.8,10.3,4.6,1.7,23,16.7,84.3,10.6,0.4,0.4,5.5
0500000US13197,"Marion County, Georgia",47.8,52.2,5,8.2,4.2,7.2,3.7,10.1,12,13.1,9.3,6.7,12.4,6.9,1.3,21.6,20.7,61.6,30.9,0.2,0.9,7.3
0500000US13199,"Meriwether County, Georgia",48.5,51.5,5.9,5.1,6.8,7,5,11.6,11,12.8,6.9,8,11.8,5.9,2.1,21.7,19.9,57.3,39.9,0.1,0.2,2.2
0500000US13201,"Miller County, Georgia",48.5,51.5,5.7,5.6,7.1,6.6,4,13.1,10.5,12.9,8,4.9,11,8.2,2.4,23,21.6,68.1,30.5,0.6,0,0.4
0500000US13205,"Mitchell County, Georgia",51.9,48.1,5.8,6.2,7,6,6.4,13.2,13.3,13,6.9,6,9.3,5.3,1.5,23,16.1,49.1,46.5,0.3,0.2,4.6
0500000US13207,"Monroe County, Georgia",50,50,4.9,4.8,7.2,6.3,6.6,11,11.8,13.9,7.2,8.1,10.9,5.3,1.9,20.7,18.1,73.7,23.2,0.2,0.9,2.3
0500000US13209,"Montgomery County, Georgia",51.2,48.8,5.5,4.7,5.9,9.5,7.8,11.5,11.5,13.9,7.6,5.5,10.3,5.2,1,20.7,16.6,66.8,26.4,0,0.2,6.6
0500000US13211,"Morgan County, Georgia",49,51,5.7,6.3,6.6,6,6.1,10.2,9.7,15.1,7.4,7.3,11.5,6.7,1.4,22.7,19.5,74,23.5,0.1,0.1,3.2
0500000US13213,"Murray County, Georgia",49.5,50.5,6.3,7.4,6.9,6.6,6.2,12.7,12.8,14.4,7.1,5.2,9.2,4.4,0.9,24.9,14.4,96.8,1,0.1,0.3,15
0500000US13215,"Muscogee County, Georgia",48.8,51.2,7.2,6.8,6.9,6.6,7.6,16.2,12.5,11.7,6.1,5.6,7.6,3.7,1.7,24.8,13,43.3,46.3,0.4,2.5,7.6
0500000US13217,"Newton County, Georgia",47.4,52.6,6.4,7.4,7.5,8.2,6.4,12.3,13.2,14.4,6,5.5,8.1,3.4,1.2,26.4,12.7,50.4,44.9,0.3,1.1,5.6
0500000US13219,"Oconee County, Georgia",49.1,50.9,5.4,7.1,9,7.8,5.3,9.3,13.8,14.5,6,6.9,9.4,4.3,1.3,26.6,15,88.4,5.2,0.1,3.7,5.3
0500000US13221,"Oglethorpe County, Georgia",50.6,49.4,5.8,7.1,6.1,6.3,4.5,10.8,12.8,14.3,8.1,5.4,10.7,6.8,1.3,22.4,18.9,79.8,17.6,0,0.2,4.6
0500000US13223,"Paulding County, Georgia",48.8,51.2,6.6,7,8.2,7.2,6.3,12.9,14.6,15.7,6.2,4.9,6.7,2.9,0.8,26.6,10.4,75,19.1,0.3,1,6.3
0500000US13225,"Peach County, Georgia",48.6,51.4,5.4,5.8,6.3,9.6,7.7,12.2,11.3,12.3,8.8,5,9.4,4.1,2,21.2,15.5,48.9,44.8,0.6,1,7.7
0500000US13227,"Pickens County, Georgia",49.6,50.4,4.9,5.3,6.5,5.6,5,10.8,11.4,13.8,9.1,6.3,13.6,6.6,1.2,20.3,21.4,89.2,1,0.9,0.4,3.1
0500000US13229,"Pierce County, Georgia",50.4,49.6,6.6,7.4,7,6.7,5,11.1,12.5,14.6,6.1,6.3,9.9,5.7,1.1,25,16.8,85.7,9.3,0.4,0,5.1
0500000US13231,"Pike County, Georgia",48.9,51.1,4.9,5.8,8.1,7.6,5.6,12.3,12.5,14.9,7.6,5.3,9,4.8,1.7,23.5,15.5,88.1,9,0,0.5,1.6
0500000US13233,"Polk County, Georgia",49.2,50.8,6.8,7.2,7.5,6.8,6.1,13,12.1,12.7,6,6.4,9.2,4.9,1.3,25.9,15.4,79.3,12,0.5,0.4,13.1
0500000US13235,"Pulaski County, Georgia",46.4,53.6,4.8,3.8,4.7,5.1,7.3,16.9,11,12.7,6.1,7.9,11.2,7.6,1.2,17.1,19.9,60.1,37.9,0.1,0.3,3.1
0500000US13237,"Putnam County, Georgia",48.5,51.5,4.5,6.7,5.7,5.5,5.3,10.7,10,12.6,8.5,7,15.2,7.1,1.2,20.4,23.5,69,26.2,0,0.6,6.4
0500000US13239,"Quitman County, Georgia",47.5,52.5,7.1,4.5,5.2,3.8,2.7,16.3,8.4,9,5.6,12.5,14.2,8.4,2.3,19.8,24.9,37.8,51.9,0,7.3,0.7
0500000US13241,"Rabun County, Georgia",49.4,50.6,4.4,4.8,4.2,5,5.4,10.3,10.5,12.7,6.6,8.6,16.2,8.5,2.8,16.6,27.5,92,2.7,0.3,1.1,8
0500000US13243,"Randolph County, Georgia",48.4,51.6,5.8,10.9,4.9,8,3.1,9.2,12.4,9.3,5.9,8.9,9.6,6.9,5,25.5,21.6,34.7,62.4,0,0,1.4
0500000US13245,"Richmond County, Georgia",48.4,51.6,6.8,6.6,6,6.9,8.3,16.3,11.6,11.4,6,6.6,8.2,4,1.3,23.1,13.6,37.1,56.5,0.3,1.9,4.9
0500000US13247,"Rockdale County, Georgia",47.1,52.9,5.8,6.7,7.6,7.4,6.6,11.4,12.6,14.2,6.7,6.8,9,3.7,1.3,24.9,14,38.8,54.7,0.1,2,10.2
0500000US13249,"Schley County, Georgia",49.3,50.7,6.5,4.7,8,6.9,8.9,11.4,12.9,13.8,5.8,5.1,9.7,4.6,1.7,23.8,16,69.7,25.4,0,0,6.5
0500000US13251,"Screven County, Georgia",48.6,51.4,6.2,6.2,5.2,6.4,6.4,11.3,12,12.4,7.7,7.9,11.3,5.1,1.8,21.6,18.3,55.6,41.6,0.2,0.7,2.2
0500000US13253,"Seminole County, Georgia",47.5,52.5,5.4,6.2,5.7,6.2,4.5,11.2,11,11.8,7.4,7.8,13.6,6.2,3.1,20.6,22.8,62.1,33.2,0,0.8,3.2
0500000US13255,"Spalding County, Georgia",48.4,51.6,6.1,7.5,6.1,6.4,5.7,13.1,12,12.9,6.4,6.2,10.7,5.3,1.6,23.8,17.7,62.5,34.1,0.4,1,4.6
0500000US13257,"Stephens County, Georgia",46.5,53.5,6.6,6.1,5.4,7.2,7,11.7,9.7,13.3,7.4,5.9,12.6,5.2,1.9,22.4,19.7,84.6,11.9,0.2,0.7,3.5
0500000US13259,"Stewart County, Georgia",66.5,33.5,2.5,3.1,3.2,6.3,7.2,27.2,12.3,12.9,5.7,4.7,8.6,3.9,2.4,12.2,14.9,23.6,52.9,0.1,3.2,18.8
0500000US13261,"Sumter County, Georgia",47.2,52.8,6.2,7.3,5.8,7.7,9.8,12.1,10.8,11.5,5.9,6.3,9.9,4.7,2.1,23,16.7,42.7,52.3,0,1.4,5.7
0500000US13263,"Talbot County, Georgia",48.3,51.7,4.4,4.5,5,5.9,5.7,8.5,10.9,12.7,9.5,9.3,14.3,7.5,1.6,17.2,23.5,41.2,57.7,0,0.6,0.6
0500000US13265,"Taliaferro County, Georgia",49.2,50.8,3.4,2.8,5.3,6.3,5.6,14.6,13.2,10.6,6.5,6.6,15.3,6.1,3.8,15,25.2,34,62.1,0,0.7,4
0500000US13267,"Tattnall County, Georgia",58.8,41.2,5.2,6.1,5.8,5.2,7.3,16.8,14.8,12.9,6.9,5.1,8.2,4.3,1.4,20.5,13.9,58.7,29.3,0.3,0.2,11.5
0500000US13269,"Taylor County, Georgia",47.6,52.4,5,5.1,6.4,6.8,7,8.8,10.2,15.9,8,7.3,11.4,4.9,3.2,20.4,19.5,57.7,38,0,1.8,2.6
0500000US13271,"Telfair County, Georgia",57.6,42.4,4.7,4.4,4.1,6.5,5,14.3,17,13.2,6.3,6.9,9.7,5.5,2.3,16.7,17.5,52.1,41.3,0.1,0.1,11.4
0500000US13273,"Terrell County, Georgia",47.7,52.3,6.3,7.7,5.2,6.1,6,12.2,11.4,11.9,7.2,7,10.9,5.4,2.5,23.3,18.8,36.2,59.7,0.1,3.1,2.8
0500000US13275,"Thomas County, Georgia",47.6,52.4,6.3,6,7.4,6.3,5.8,12.3,11.5,13,6.9,6.8,10.3,5.3,2,23.9,17.6,60,36.4,0.1,0.2,3.7
0500000US13277,"Tift County, Georgia",48.5,51.5,7,7,6.8,8,7.6,12.5,12.9,11.6,6.8,5.4,8.5,4.5,1.5,24.9,14.5,64.5,29.6,0.3,1.4,11.8
0500000US13279,"Toombs County, Georgia",46.3,53.7,7.1,6.8,8.3,6.8,5.9,12.8,12,11.7,5.8,6.6,9.1,4.6,2.4,26.6,16.2,63.6,25.8,0,0.9,11.7
0500000US13281,"Towns County, Georgia",47,53,3.3,3.1,3.5,8,9.1,7.6,6.8,9.8,7.5,7,18.8,11.2,4.4,12.4,34.4,95.9,1.5,0.4,0.5,2.7
0500000US13283,"Treutlen County, Georgia",51.4,48.6,6,5.9,6,7,5.8,11.7,11.5,12.3,7.9,5,12.1,7.1,1.6,21.6,20.7,73,26.4,0,0,1.3
0500000US13285,"Troup County, Georgia",47.8,52.2,6.5,6,8.1,6.9,7.2,13.5,12.2,12.8,6.8,5.6,8.8,4.1,1.6,24.7,14.5,58.3,36.2,0.3,2.3,3.7
0500000US13287,"Turner County, Georgia",47.9,52.1,6.7,6,7.7,5.7,4,11.7,14.8,11.6,6.1,6.4,12.8,4.8,1.9,24.3,19.5,57.3,40.8,0,0.8,4.8
0500000US13289,"Twiggs County, Georgia",49.1,50.9,5.2,5.8,5.2,4.6,4.1,13.7,10.2,12.2,7.3,9.8,12.3,8.6,1,19.4,21.9,55.8,42.8,0,0.2,0.7
0500000US13291,"Union County, Georgia",48.7,51.3,4.1,4.8,4.3,4.7,4.2,9.1,8.3,11.5,7.9,8.6,19.1,10.5,3,16.3,32.5,97,0.7,0.5,0.3,3.3
0500000US13293,"Upson County, Georgia",47.6,52.4,6.7,4.9,7.7,6.4,6,10.8,11.8,13.5,7.3,6.8,10.6,5.7,1.7,23.3,18,68.1,27.8,0.6,0.5,2.3
0500000US13295,"Walker County, Georgia",49.6,50.4,5.6,6.4,5.8,6.3,5.6,11.9,12.3,13.9,6.7,7.1,10.5,6.1,1.8,21.9,18.3,92,4.1,0.2,0.8,2.2
0500000US13297,"Walton County, Georgia",48.5,51.5,6.1,6.7,7.6,7,5.9,12,12.7,14.5,6.5,5.7,9.2,4.4,1.6,25,15.2,77.5,17.7,0.1,1.4,4.4
0500000US13299,"Ware County, Georgia",50.3,49.7,6.3,7.3,5.8,6,5.8,13.9,12.1,12.8,6.3,6.8,9.6,5.1,2.2,23.6,16.9,64.8,30.2,0.6,1.1,4.1
0500000US13301,"Warren County, Georgia",46.6,53.4,5.3,7.5,4.9,3.7,5,12.7,10.8,12.5,7.8,8.4,12.4,6.4,2.8,20.8,21.6,37.5,61.1,0,0.6,0.5
0500000US13303,"Washington County, Georgia",51.2,48.8,5.6,5.5,6.6,6.5,5.9,12.7,12,13.2,7.3,6.9,10.4,5.3,2,21.4,17.7,43.6,53.1,0.2,0.7,2.5
0500000US13305,"Wayne County, Georgia",50.3,49.7,6.6,7.3,6.8,6.6,5.4,12.5,13.1,13.6,6.4,6,9.8,4.5,1.4,24.7,15.6,74.7,20.6,0.1,0.6,6.3
0500000US13307,"Webster County, Georgia",48.7,51.3,2.3,6.5,10.7,6.3,2.3,10.3,11.3,16.4,7.6,6.2,12.1,6.7,1.2,24.3,20,53.3,37.2,0.3,0,8.7
0500000US13309,"Wheeler County, Georgia",63.2,36.8,3.2,4.1,5.5,9,9.8,15.6,12.2,14.7,6,5.9,8.9,4.2,0.9,17,14.1,56.3,43.4,0,0,0.1
0500000US13311,"White County, Georgia",48.8,51.2,4.4,5.3,5.9,7.2,6.2,10.2,10.4,13.9,8.3,6.1,13.1,6.9,2.1,19.7,22.1,93.9,1.5,0.6,0.6,3.2
0500000US13313,"Whitfield County, Georgia",49.6,50.4,6.7,7.7,7.3,7.2,6.7,13.5,12.8,13.3,5.7,5.5,8,4.3,1.4,26.2,13.7,88.7,3.8,0.8,1.5,35.1
0500000US13315,"Wilcox County, Georgia",59.9,40.1,5.2,5.8,5.2,5.5,6.2,14.1,15.5,12.8,6.3,6.9,9.4,5.3,1.9,18.8,16.6,63.1,35.5,0.4,0,4.7
0500000US13317,"Wilkes County, Georgia",48.5,51.5,5.6,5.5,5.9,7.9,4.8,9.4,10.9,12.4,7.7,7.2,12.6,7.2,3,21.4,22.9,52.6,42.6,0,0.4,5.1
0500000US13319,"Wilkinson County, Georgia",47.4,52.6,5.5,5.9,7.5,7.2,4.5,10.3,12.3,12.7,7.4,7.8,10.6,5.5,2.6,23,18.7,59.2,38.9,0.1,0,2.9
0500000US13321,"Worth County, Georgia",48.2,51.8,6,6.9,5.7,5.7,6.2,12.6,10.5,12.9,7.2,7.4,11.3,6.1,1.4,22.5,18.8,68.6,28,0.4,0.8,2.2
