GEO_ID,NAME,DP05_0002PE,DP05_0003PE,DP05_0005PE,DP05_0006PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0017PE,DP05_0019PE,DP05_0024PE,DP05_0037PE,DP05_0038PE,DP05_0039PE,DP05_0044PE,DP05_0071PE
id,Geographic Area Name,Percent Male,Percent Female,Percent 5 and under,Percent 5 to 9,Percent 10 to 14,Percent 15 to 19,Percent 20 to 24,Percent 25 to 34 years,Percent 35 to 44 years,Percent 45 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent under 18 years,Percent 65 years and over,Percent White,Percent Black ,Percent American Indian and Alaska Native,Percent Asian,Percent Hispanic/Latino
0500000US35015,"Eddy County, New Mexico",50.5,49.5,7.3,6.9,7.9,6.8,6.5,14.3,12.2,11.3,6.5,5.9,8,4.2,2.1,26.5,14.3,90.1,1.6,1.7,0.5,49.1
0500000US35017,"Grant County, New Mexico",49.3,50.7,5.3,5.3,5.9,5.9,5.4,10.4,10.4,10.2,6.9,7.8,15.5,7.7,3.3,20.2,26.6,92.6,1,2.1,0.6,50.5
0500000US35019,"Guadalupe County, New Mexico",58.7,41.3,6.6,5.4,4.5,2.7,4.8,14.1,14.6,10.7,7.9,6.9,11.3,8.1,2.4,19.1,21.8,78,0.8,5.8,0.2,73.9
0500000US35021,"Harding County, New Mexico",54.9,45.1,4.1,3.9,3.9,2.7,5,10.2,5.4,10,7.3,8.6,22.2,11.1,5.7,13.8,39,82.3,0,0,0,39.7
0500000US35023,"Hidalgo County, New Mexico",49.6,50.4,6.2,6.7,5.9,6.5,5.7,10.1,10.4,12.5,7,8,12.7,5.9,2.6,22.1,21.2,93.8,1.3,1.5,0,58.1
0500000US35025,"Lea County, New Mexico",51.6,48.4,7.9,8.7,8.9,7.7,6.9,14.7,12.6,11.1,5.7,4.9,6.4,3.3,1.3,30.1,11.1,88.4,3.8,1,0.6,58.7
0500000US35027,"Lincoln County, New Mexico",49.1,50.9,4.7,4.8,5.8,4.2,5.1,9.4,9.7,10.9,7.8,9.4,16.9,8.6,2.6,18.4,28.1,96.8,0.5,0.6,0.1,33.2
0500000US35028,"Los Alamos County, New Mexico",50.8,49.2,5.4,6,7.4,6.5,3.4,12.1,12.1,14,8.5,7,10.2,5,2.3,22.8,17.5,85.5,0.6,1.1,5,18
0500000US35029,"Luna County, New Mexico",49.9,50.1,7.4,6.6,8.2,6.5,7.3,11.5,9.9,10.5,6,5.5,11.2,7.5,1.8,26.4,20.5,92.3,1.6,0.9,0.8,67.1
0500000US35031,"McKinley County, New Mexico",48.3,51.7,7.4,7.9,8.8,7.6,7.1,14.5,11.6,11.6,5.6,5.8,7.1,3.4,1.4,29,11.9,14.4,0.7,75.9,1.1,14.2
0500000US35033,"Mora County, New Mexico",48.5,51.5,2.6,3.9,2.7,6.8,6.4,10.1,5.1,12.1,10,9.9,18.8,7.2,4.4,11.6,30.4,65.9,0,0.3,0,81.5
0500000US35035,"Otero County, New Mexico",51.7,48.3,6.8,6.9,6.1,6,8.3,14.7,11.2,10.8,6.3,5.9,9.7,5.6,1.7,23.4,17,79.1,3.5,6.8,1.3,38.3
0500000US35037,"Quay County, New Mexico",47.8,52.2,5.9,7.8,6.1,5,4,11.3,12,8.6,8.4,6.7,14.2,7.7,2.4,22.7,24.3,88.6,1.7,1.9,0.9,45.3
0500000US35039,"Rio Arriba County, New Mexico",48.1,51.9,6.5,6.4,6.6,6.5,5.8,11.4,11.1,12.5,7,7.6,10.9,5.4,2.3,23.5,18.7,53.1,0.6,16.3,0.5,71.2
0500000US35041,"Roosevelt County, New Mexico",49.8,50.2,7,7.2,6.3,9,13.2,13,10,10.1,5.3,5,7.5,4.6,1.8,24.4,13.9,75.5,2.8,1,0.6,42.1
0500000US35043,"Sandoval County, New Mexico",49,51,5.5,6.6,7.2,6.7,5.4,12.5,12.6,12.6,6.9,6.9,10.8,4.7,1.6,23.6,17.1,72.1,2.3,12.8,1.4,38.9
0500000US35045,"San Juan County, New Mexico",49.5,50.5,6.8,7.5,8.1,7,6.1,13.8,12.3,11.3,6.8,6,8.3,4.1,1.8,26.9,14.3,52.3,0.8,39.6,0.8,20.3
0500000US35047,"San Miguel County, New Mexico",49.8,50.2,4.9,4.7,5.4,7.5,6.7,11.3,10.8,12.4,7.2,8.5,12.3,5.8,2.4,19,20.6,60.9,1.3,1.4,1.2,77.7
0500000US35049,"Santa Fe County, New Mexico",48.5,51.5,4.4,5.1,5.6,5.5,5.3,11.2,11.3,12.7,7.8,8,14.9,6.1,2.2,18.4,23.1,83.8,1.1,3.2,1.3,51.2
0500000US35051,"Sierra County, New Mexico",49.5,50.5,4.5,3.8,5,4.5,4,6.6,8.8,11.2,7.5,8.6,19.3,12.3,4,15.8,35.5,89.8,0.4,4.4,0.8,30.4
0500000US35053,"Socorro County, New Mexico",52.3,47.7,4.8,7.3,7.1,7.8,7.8,10.5,10,12.2,6.2,7.6,11.7,4.2,2.9,22.8,18.9,79.7,0.6,12.2,3.3,49.8
0500000US35055,"Taos County, New Mexico",49.2,50.8,4.5,5.4,5,5.6,5.3,9,10.8,12.5,7.4,9.3,15.5,7.9,1.9,18,25.3,84.4,0.5,6.5,0.9,56.9
0500000US35057,"Torrance County, New Mexico",53.2,46.8,5.1,5.7,6.3,6.9,6.7,10.2,11.3,12.1,8.1,7.6,12.8,6.4,0.8,21.1,20.1,91,0.8,0.3,0.1,43.1
0500000US35059,"Union County, New Mexico",53.7,46.3,5.5,9.3,3.7,1.8,6.7,15,13.5,10.8,7.4,6.6,10.1,6.2,3.5,20.2,19.7,86.7,1.6,2.1,0,42.3
0500000US35061,"Valencia County, New Mexico",50.3,49.7,5.7,6.5,7.3,6.8,6.2,12.1,11.7,12.7,6.8,7.1,10.4,5.1,1.7,23.7,17.2,83,1.4,4.3,0.9,60.6
0500000US36001,"Albany County, New York",48.4,51.6,5.1,4.9,5.3,7.6,10.5,13.1,11.4,12.5,6.6,6.6,9.4,4.6,2.5,18.5,16.5,75.3,12.4,0.2,6.6,6
0500000US36003,"Allegany County, New York",50.7,49.3,5.2,5.5,5.9,10,9.1,10.1,9.8,11.7,7,7.3,10.7,5.4,2.3,20.2,18.4,95.5,1.5,0.2,1.2,1.6
0500000US36005,"Bronx County, New York",47.1,52.9,7.3,6.8,6.8,6.7,7.5,15.9,12.6,12.7,5.8,5.2,7,3.9,1.6,25,12.5,22,35.2,0.7,3.7,56
0500000US36007,"Broome County, New York",49.2,50.8,5.2,5.6,5.2,7.8,10,11.1,10.3,12,7.5,6.7,9.9,5.8,3,19.5,18.7,85.5,5.7,0.2,4.3,4.2
0500000US36009,"Cattaraugus County, New York",49.7,50.3,5.7,6.1,6.6,6.8,6.3,10.9,10.7,13.1,7.8,7.3,10.8,5.6,2.3,22.3,18.7,91.9,1.4,3.2,0.8,2.1
0500000US36011,"Cayuga County, New York",51.3,48.7,5,5.5,5.6,6.1,6.2,12.2,11.7,13.8,8.2,7.4,10.6,5.1,2.7,19.9,18.4,91.8,4.3,0.1,0.6,3
0500000US36013,"Chautauqua County, New York",49.3,50.7,5.4,5.3,6,7.1,6.5,11.7,10.5,12.8,7.8,7.3,10.9,5.9,2.8,20.5,19.6,92.2,2.6,0.3,0.6,7.5
0500000US36015,"Chemung County, New York",49.5,50.5,5.8,5.9,6,6,6,12.4,11.8,13.1,7.7,6.9,10.2,5.2,3,21.6,18.4,88.1,6.3,0.3,1.3,3.1
0500000US36017,"Chenango County, New York",50.1,49.9,5.3,5.6,6.1,5.8,5.5,11.1,10.8,13.9,7.6,8.2,11.8,6.3,2.1,20.8,20.2,96.1,1,0.4,0.5,2.2
0500000US36019,"Clinton County, New York",51.2,48.8,4.9,4.9,5.2,7.3,9.2,12.7,11.6,13.3,7.5,7,9.5,5,1.9,18,16.4,90.9,4.3,0.3,1.4,2.9
0500000US36021,"Columbia County, New York",50,50,4.2,4.7,5,5.3,5.3,10.9,10.6,14.3,8.2,8.3,13.4,7,2.7,17.6,23.1,89,4.5,0.1,1.8,4.8
0500000US36023,"Cortland County, New York",49,51,5,5.6,5.1,9.3,12.1,11.6,10,12.3,7,6,9.3,4.6,2.1,19.2,16,94.6,1.9,0.2,0.8,2.7
0500000US36025,"Delaware County, New York",50.5,49.5,3.9,4.6,5.2,7.4,6.1,9.8,9.4,13.1,7.9,8.7,13.9,7.4,2.7,17.1,24,94.7,1.8,0.1,0.8,3.9
0500000US36027,"Dutchess County, New York",49.7,50.3,4.6,4.8,5.8,7.3,7.4,11.7,11.5,14.8,7.9,7,9.6,5.2,2.2,19.1,17.1,78.2,10.5,0.3,3.5,12.2
0500000US36029,"Erie County, New York",48.4,51.6,5.5,5.5,5.7,6.4,6.7,14.2,11.1,13.1,7.5,6.9,9.8,5.1,2.7,20.4,17.6,77.8,13.5,0.5,3.6,5.5
0500000US36031,"Essex County, New York",52.1,47.9,3.9,4.5,4.6,5.3,5.2,12.1,11.1,13.9,8.7,8,13,6.9,2.9,16.4,22.8,92.9,3.2,0.2,0.3,3
0500000US36033,"Franklin County, New York",54.4,45.6,4.9,6,5.5,6.1,8,13.6,11.8,13.5,7.4,6.6,10,5.1,1.5,19.9,16.6,82.7,5.7,7.1,0.6,3.5
0500000US36035,"Fulton County, New York",50,50,5.1,5.5,6.1,5.7,5.7,12,11.5,14.5,7.4,7.5,11,5.3,2.7,20.4,19,94.4,2.1,0.4,0.8,3.1
0500000US36037,"Genesee County, New York",50.1,49.9,5.1,5.8,5.7,5.8,6,12.7,10.9,14.2,8.5,6.9,10,5.7,2.6,20.3,18.3,91.9,2.1,0.8,0.8,3.3
0500000US36039,"Greene County, New York",52.3,47.7,4.3,4.1,5.2,5.6,6.3,12.2,10.7,14.3,7.8,8,12.8,6,2.8,16.7,21.6,89.6,5.8,0.6,1,5.9
0500000US36041,"Hamilton County, New York",50.1,49.9,3.2,3.7,4,6.1,4,6.6,8.5,13.3,12.9,7.5,18.6,8.3,3.4,13.8,30.3,97.3,0.8,0.1,0.1,1.7
0500000US36043,"Herkimer County, New York",49.5,50.5,5.1,5.7,6.2,6.4,6.1,11,10.7,13.5,7.6,7.6,11.4,6,2.7,20.7,20.1,95.7,1.3,0.2,0.6,2.2
0500000US36045,"Jefferson County, New York",52.5,47.5,7.9,6.9,6,5.9,10,17,11.4,10.9,5.5,5.2,7.7,3.9,1.6,24.2,13.2,86.4,6.1,0.5,1.8,7.5
0500000US36047,"Kings County, New York",47.4,52.6,7.4,6.2,6,5.4,6.4,18.3,13.9,11.8,5.7,5.4,7.7,4.1,1.8,23,13.6,43.7,32.2,0.3,11.9,19
0500000US36049,"Lewis County, New York",50.1,49.9,6.4,5.9,6.9,6.2,5.7,11.5,11,13.2,8.2,7.3,10.1,5.2,2.7,23.1,17.9,96.8,0.7,0.3,0.5,1.7
0500000US36051,"Livingston County, New York",50.3,49.7,4.3,4.7,5.4,8.4,10.1,10.9,10.5,13.6,7.6,7.3,10,5,2.1,17.9,17.2,92.6,2.9,0.2,1.3,3.7
0500000US36053,"Madison County, New York",49.4,50.6,4.7,5.8,5.1,9,8.1,10.4,10.4,13.7,7.8,7.4,10.3,5.1,2.2,19.4,17.6,94.6,1.8,0.5,0.9,2.2
0500000US36055,"Monroe County, New York",48.3,51.7,5.6,5.7,6,6.8,7,14.1,11.3,13.1,7,6.7,9.6,4.8,2.4,21,16.9,76,15.3,0.4,3.6,8.8
0500000US36057,"Montgomery County, New York",49.2,50.8,6.3,6.5,6,6.2,5.6,12.6,11.4,12.9,7.4,6.8,10.2,5.2,2.9,22.9,18.3,87.2,2.2,0.1,0.7,14.1
0500000US36059,"Nassau County, New York",48.7,51.3,5.5,6,6.2,6.5,6.4,11.6,12,14.3,7.4,6.8,9.6,4.9,3,21.7,17.5,68,11.7,0.3,9.7,16.9
0500000US36061,"New York County, New York",47.3,52.7,4.8,3.8,3.7,4.2,6.9,22.4,14.3,12.4,5.8,5.6,8.9,4.9,2.4,14.4,16.2,56.5,14.8,0.4,12.2,25.8
0500000US36063,"Niagara County, New York",48.8,51.2,5.3,5.1,6.1,6.1,5.9,12.5,11.1,13.6,7.7,8,10.6,5.4,2.5,20.2,18.6,87.2,7,1,1.1,3
0500000US36065,"Oneida County, New York",49.9,50.1,5.7,6,5.9,6.5,6.8,12.4,11,13.3,7.2,6.8,10.1,5.4,2.9,21.3,18.4,85.3,6,0.2,4,5.8
0500000US36067,"Onondaga County, New York",48.2,51.8,5.7,5.9,6,7.3,6.9,13.3,11.2,13.2,7.2,6.8,9.3,4.7,2.6,21.4,16.6,79.6,11.4,0.6,3.7,4.9
0500000US36069,"Ontario County, New York",49,51,5,5.5,6.1,6.7,6.3,11,10.9,14,7.8,7.4,11.4,5.5,2.4,20.4,19.4,92.6,2.5,0.4,1.4,4.7
0500000US36071,"Orange County, New York",50.1,49.9,6.6,7,7.4,7.6,7.5,11.6,11.9,14.1,6.7,6,8.1,3.8,1.8,25.6,13.7,74.1,11,0.4,2.7,20.5
0500000US36073,"Orleans County, New York",50,50,5,5.3,5.3,6.3,5.9,13.1,11.5,14.6,8.4,7.2,10.1,5.1,2.2,19.7,17.4,88.9,5.8,0.3,0.6,4.9
0500000US36075,"Oswego County, New York",50.1,49.9,5.5,5.6,6.3,7.7,7.2,12,10.9,14.2,7.8,7,9.5,4.4,1.8,21.2,15.8,95.6,1.1,0.2,0.7,2.6
0500000US36077,"Otsego County, New York",48.2,51.8,4.2,4.2,4.7,9.2,11,9.7,9.4,12.1,7.6,7.2,11.8,6.2,2.6,16.2,20.6,93.4,2.2,0.2,1.4,3.7
0500000US36079,"Putnam County, New York",49.8,50.2,4.4,4.8,6.7,6.4,6.2,10.8,11.7,16.4,8.2,7.6,10.1,5,1.6,20.1,16.7,86.9,3.1,0.2,2.1,15
0500000US36081,"Queens County, New York",48.5,51.5,6.3,5.3,5.5,5.1,5.9,16.2,13.8,13.7,6.9,6.1,8.6,4.6,2.1,20.2,15.3,38.3,18.3,0.5,25.5,28
0500000US36083,"Rensselaer County, New York",49.5,50.5,5.2,5.4,5.5,7,6.8,14,11.8,13.5,7.2,7.2,9.8,4.5,2.2,19.5,16.5,86.1,6.5,0.1,2.7,4.9
0500000US36085,"Richmond County, New York",48.4,51.6,5.7,6.1,6.2,6.2,6.2,13.5,12.6,14,7.1,6.6,9.3,4.7,1.9,21.9,15.9,74.1,10.3,0.2,9.3,18.4
0500000US36087,"Rockland County, New York",49,51,7.9,7.6,7.8,7.3,6.6,11.5,11,12.5,6.4,5.7,8.5,4.9,2.2,28,15.5,70.7,12.3,0.2,5.9,17.7
0500000US36089,"St. Lawrence County, New York",50.8,49.2,5.2,5.5,6.1,9,8.3,11.7,10.7,12.7,7,6.8,9.7,4.9,2.3,20.4,16.9,92.8,2.4,0.8,1,2.4
0500000US36091,"Saratoga County, New York",49.5,50.5,5.1,5.8,5.6,6.4,5.8,11.8,12.4,15.1,7.7,6.7,10.6,5,1.9,20.3,17.6,92.7,1.7,0.2,2.9,3.2
0500000US36093,"Schenectady County, New York",48.8,51.2,5.8,6.2,5.8,6.4,6.9,12.8,12.2,13.3,6.9,6.8,9.2,4.8,2.8,21.6,16.8,76.3,10.1,0.2,4.7,7.1
0500000US36095,"Schoharie County, New York",49.6,50.4,4.2,5.2,4.9,7.8,6.4,10.5,10.4,13.6,8.6,7.4,12.4,6.4,2.2,17.8,21,95.4,1.6,0.2,0.9,3.2
0500000US36097,"Schuyler County, New York",50,50,5,4.9,5.5,5.6,5,11.5,10.6,14.4,8.2,8.3,12.5,5.8,2.5,19.3,20.8,96.5,1,0.1,0.7,1.9
0500000US36099,"Seneca County, New York",52.2,47.8,5.4,5.1,5.9,5.4,6.3,14,11.1,13.1,8.3,6.8,11,5.5,2.2,20,18.6,91.2,5.1,0.4,0.8,3.5
0500000US36101,"Steuben County, New York",49.9,50.1,5.5,6,6.2,6.1,5.6,11.6,11.5,13.5,7.8,7.3,10.8,5.9,2.2,21.7,18.9,94.7,1.7,0.1,1.5,1.6
0500000US36103,"Suffolk County, New York",49.2,50.8,5.4,5.6,6.4,6.6,6.5,11.7,11.9,15.2,7.5,6.7,9.3,5,2.2,21.4,16.5,80.7,7.8,0.3,3.9,19.3
0500000US36105,"Sullivan County, New York",51.2,48.8,5.7,5.5,6.3,6.1,5.7,11.9,11.2,14.2,7.6,7.2,11.4,5.6,1.5,21.2,18.5,79.8,8,0.3,1.7,16
0500000US36107,"Tioga County, New York",49.6,50.4,5.1,5.3,6.7,6.1,5.5,10.5,11.2,13.7,9.3,6.8,10.9,6.4,2.3,21.1,19.7,96.3,0.7,0.2,0.8,1.9
0500000US36109,"Tompkins County, New York",49.4,50.6,4,3.9,4.2,12.9,16.8,12.6,10.1,10.2,5.6,5.7,8.4,3.6,1.9,14.9,13.9,80.2,3.8,0.2,9.7,5.2
0500000US36111,"Ulster County, New York",49.5,50.5,4.4,4.9,5.2,6.1,6.5,12.4,11.5,14.3,8.2,7.2,11.4,5.4,2.3,17.9,19.2,84.5,6,0.2,1.9,10.2
0500000US36113,"Warren County, New York",49.2,50.8,4.3,4.9,5.6,5.4,5.4,11.9,10.6,14.3,7.8,8.3,12.7,6,2.9,18.4,21.6,95.6,1.3,0.3,1,2.6
0500000US36115,"Washington County, New York",51.8,48.2,4.7,5.6,5.3,5.5,5.9,11.8,12.2,14.8,8.4,7,11,5.6,2.3,19,18.9,93.6,3.2,0.3,0.6,2.7
0500000US36117,"Wayne County, New York",49.6,50.4,5.5,5.8,6.4,6.1,5.6,11,11,14.7,7.9,7.6,11,5.3,2.1,21.5,18.4,92.9,2.8,0.2,0.8,4.4
0500000US36119,"Westchester County, New York",48.4,51.6,5.6,5.9,6.6,6.7,6.2,11.4,12.7,14.6,7.2,6.3,8.9,5.1,2.7,22.2,16.7,64.3,14.9,0.4,6,24.7
0500000US36121,"Wyoming County, New York",53.4,46.6,5.2,5.4,5.6,5.7,6,13.5,11.6,14.7,7.8,7.1,10.6,4.9,1.8,19.9,17.4,91.5,4.1,0.5,0.4,3.3
0500000US36123,"Yates County, New York",47.8,52.2,6,5.9,6.4,7.4,7.7,10.6,9.3,11.5,8,7.1,11.8,6.1,2.2,22.2,20.1,96.4,1,0.2,0.7,2.2
0500000US37001,"Alamance County, North Carolina",47.5,52.5,5.8,5.9,6.7,7.8,6.5,12.3,11.7,13.7,6.8,6.2,9.4,5.1,2.1,22.4,16.6,69.8,19.5,0.4,1.6,12.6
0500000US37003,"Alexander County, North Carolina",50.9,49.1,5,5,6.6,5.8,5.5,11.7,12.2,14.4,7.6,6.7,11.2,6,2.3,20.3,19.5,87.7,5.8,0.4,1,4.7
0500000US37005,"Alleghany County, North Carolina",49.1,50.9,4.1,4.5,5.6,5.4,3.9,9.9,10.4,13.3,7.1,9.4,14.9,9,2.6,17.4,26.5,95.4,2.4,0.4,0.5,9.7
0500000US37007,"Anson County, North Carolina",52.4,47.6,4.7,5.4,5.7,5.9,6,14.3,12.7,13.5,6.8,7.1,10.8,5,2.1,19.4,17.9,47.8,48.6,0.3,1.3,4
0500000US37009,"Ashe County, North Carolina",49.2,50.8,4.3,4.5,5.8,5,4.7,10.2,11.5,13.5,7.4,8.6,14.6,7.7,2.4,18.1,24.7,95.4,0.7,0.4,0.4,5
0500000US37011,"Avery County, North Carolina",54.9,45.1,3.4,3.9,4.6,5.8,6.3,12.3,13.5,14.2,6.3,8,12.8,6.8,2.2,14.7,21.7,92,4,1.3,0.4,5.1
0500000US37013,"Beaufort County, North Carolina",47.8,52.2,5,5.1,6.4,5.9,5.1,9.9,10.9,12.9,7.7,7.7,14.1,6.7,2.6,20.4,23.3,72,25,0.3,0.1,7.8
0500000US37015,"Bertie County, North Carolina",50,50,4.3,5.2,4.9,5.3,6,12.7,11,12.6,7.5,8.6,12.2,6.9,2.8,17.5,21.9,35.2,61.6,0.7,0.8,2.1
0500000US37017,"Bladen County, North Carolina",48,52,5.3,5.4,6.5,6.6,4.5,11,11.5,12.8,7,8.4,12.8,6.2,2,20.9,21,57.7,34.7,2.5,0.1,7.5
0500000US37019,"Brunswick County, North Carolina",48.1,51.9,4,4.5,4.5,4.3,3.9,9.2,9.7,11.5,7.9,10.1,20.8,7.8,1.9,15.6,30.5,84.2,9.8,0.7,0.6,4.8
0500000US37021,"Buncombe County, North Carolina",48,52,5,5,5.5,5.5,5.6,13.8,13.3,13,6.7,7.2,11.5,5.3,2.6,18.7,19.4,88.8,6.3,0.4,1.3,6.6
0500000US37023,"Burke County, North Carolina",49.8,50.2,4.7,4.9,5.5,6.5,5.8,11.8,11.7,14.4,7.6,7.4,11.3,6,2.3,18.9,19.7,84.3,6.1,0.9,3.6,6.1
0500000US37025,"Cabarrus County, North Carolina",48.8,51.2,6.4,6.5,8.3,7,5.6,12.4,14.5,14.7,6.4,5.3,7.9,3.7,1.4,25.8,13,70.5,18,0.3,3.7,10.4
0500000US37027,"Caldwell County, North Carolina",49.4,50.6,5,5.6,5.8,6.1,5.4,11.1,11.4,15.4,7.9,6.9,11.5,5.8,2,20.4,19.3,88.9,4.6,0.4,0.5,5.5
0500000US37029,"Camden County, North Carolina",53,47,4.6,6,8.3,6.1,4.5,10.7,13.4,16,6.5,6.3,10.5,5.1,2,22.7,17.5,82.6,13.8,0.1,1.8,2.9
0500000US37031,"Carteret County, North Carolina",49,51,4.2,4.9,5.3,5.2,4.7,9.8,11.1,13.7,8,8.8,14.8,7.1,2.3,17.8,24.2,89.9,5.3,0.3,1.2,4.3
0500000US37033,"Caswell County, North Carolina",50.2,49.8,4.6,4.8,6,5.5,5.4,10.7,11.8,14.3,8.7,7.5,12.5,5.8,2.4,18.8,20.7,63.1,32.7,0.2,0.7,4
0500000US37035,"Catawba County, North Carolina",48.9,51.1,5.6,5.9,6.8,6.6,6,11.6,12.1,14.2,7.4,6.4,10.6,5.2,1.7,22.4,17.5,79.1,8.2,0.3,4.3,9.7
0500000US37037,"Chatham County, North Carolina",47.7,52.3,4.9,5.7,6.2,5.4,4.7,8.6,11.7,14,7.4,7.4,14,6.6,3.4,20.5,24,80.9,11.3,0.1,1.5,12.2
0500000US37039,"Cherokee County, North Carolina",49,51,3.9,4.2,5.7,5,4.3,8.8,10.1,12.6,7.6,9,17.6,8.6,2.7,17,28.9,93.3,1.2,1.5,0.7,3.1
0500000US37041,"Chowan County, North Carolina",46.6,53.4,4.5,3.7,7.4,6,3.2,13.1,10.9,11.2,7.8,7.9,14.1,6.3,3.8,20.7,24.2,61.1,35.2,0.4,0.3,3.7
0500000US37043,"Clay County, North Carolina",47.6,52.4,3.7,5.8,6.7,3,4.3,9,9.3,11.3,6.9,9.9,18.1,10.3,1.7,17.5,30.1,96.7,2.1,0.4,0.2,3.3
0500000US37045,"Cleveland County, North Carolina",48.3,51.7,5.6,6.1,6.4,6.7,6.5,11.2,11.3,14,7.4,6.6,10.9,5.4,1.9,22,18.2,74.6,21,0.3,1,3.5
0500000US37047,"Columbus County, North Carolina",49.7,50.3,5.1,6,6.1,6.5,6.1,12.2,11.6,13.3,6.7,7,11.6,6.2,1.8,21.3,19.5,62,30.5,3.7,0.4,5.3
0500000US37049,"Craven County, North Carolina",50.5,49.5,6.4,6.1,5.9,6,9.8,13.2,11.1,10.4,6,6.4,10.9,5.8,2.1,21.8,18.7,70.4,21.6,0.9,2.8,7.3
0500000US37051,"Cumberland County, North Carolina",49.7,50.3,7.6,6.9,6.4,6.9,10.3,17.1,11.7,10.9,5.6,4.9,6.9,3.5,1.2,24.7,11.6,50,37,1.5,2.5,11.6
0500000US37053,"Currituck County, North Carolina",49.7,50.3,5.4,6.9,5.8,6.1,4.6,11.5,13,15.1,8,7.9,10.2,4.1,1.5,22.1,15.8,90.4,5.5,0.3,0.4,4
0500000US37055,"Dare County, North Carolina",50,50,4.3,5.6,6,5.1,4.6,9.8,12.6,13.8,8.1,9.4,13.6,5.7,1.4,19.3,20.7,92.7,3,0.4,0.8,7.5
0500000US37057,"Davidson County, North Carolina",48.9,51.1,5.5,6.2,6.4,6.1,5.5,11.4,11.9,14.9,7.6,6.6,10.4,5.7,1.7,22.2,17.8,85.8,9.2,0.3,1.6,7.1
0500000US37059,"Davie County, North Carolina",48.5,51.5,4.9,6.1,6.2,6.3,5.1,10,11.4,15.2,7.4,7.4,11.6,7,1.7,21.3,20.2,89.3,5,0.3,0.7,6.8
0500000US37061,"Duplin County, North Carolina",48.7,51.3,6.3,7.2,6.5,6.5,5.8,11.3,11.8,12.8,7.1,6.8,10.5,5.3,2.2,24.3,17.9,71.2,23.8,0.5,0.4,22.2
0500000US37063,"Durham County, North Carolina",47.8,52.2,6.6,6,5.4,6.4,6.9,18,14.2,12.3,5.9,5.7,7.8,3.3,1.5,21.1,12.6,51.9,36.5,0.2,4.9,13.5
0500000US37065,"Edgecombe County, North Carolina",46.4,53.6,5.8,5.7,7.4,6.1,6.1,11.8,10.8,12.5,7.2,7.7,11.3,5.7,2,22.8,19,39.4,57.6,0.1,0.2,4.6
0500000US37067,"Forsyth County, North Carolina",47.4,52.6,6,6.7,6.5,7.2,6.6,13.1,12.1,13.4,7.1,5.9,9.1,4.7,1.8,23.2,15.6,66.1,26.2,0.4,2.4,12.8
0500000US37069,"Franklin County, North Carolina",49.6,50.4,5.6,5.5,7,6.4,5.9,11.4,12.5,14.5,7.5,7.1,10.1,4.8,1.5,22.2,16.4,67.3,25,1.2,0.5,8.4
0500000US37071,"Gaston County, North Carolina",48.2,51.8,6,6.3,6.4,6.3,5.9,13,12.7,14.5,6.6,6.6,9.5,4.5,1.8,22.7,15.8,77.1,16.3,0.3,1.5,7
0500000US37073,"Gates County, North Carolina",48.8,51.2,4,6.2,6.8,5.3,5.3,10.2,10,15.9,8.9,7.6,12.6,5.2,2,20.4,19.8,63.3,33.4,0.9,0.5,0.1
0500000US37075,"Graham County, North Carolina",48.6,51.4,4.5,5.7,6.7,7.3,4.5,9.6,10.6,14,6.4,7.6,13.1,6.3,3.8,20.6,23.2,87.4,0.2,10.1,0,2.1
0500000US37077,"Granville County, North Carolina",51,49,5,5.5,6.3,6.5,6.1,11.4,12.5,15.5,8.4,6.2,10.1,5.1,1.4,20.7,16.6,61,30.1,0.4,0.5,7.9
0500000US37079,"Greene County, North Carolina",55.5,44.5,5,5.9,5.9,5.6,6.3,13.3,14.7,12.8,7.6,7,9.4,4.7,1.6,20.5,15.8,59.5,34.9,0.5,0.1,15.1
0500000US37081,"Guilford County, North Carolina",47.4,52.6,5.9,6,6.6,7.6,7.3,13.7,12.3,13.4,6.5,5.9,8.7,4.3,1.8,22.4,14.8,55.2,33.9,0.5,4.9,8
0500000US37083,"Halifax County, North Carolina",48.4,51.6,5.4,5.7,6.7,6,5.6,11.5,10.8,13.2,7.6,7.4,11.6,6.1,2.4,21.5,20.1,40.5,52.8,3.8,0.7,2.9
0500000US37085,"Harnett County, North Carolina",49.6,50.4,7.4,7.4,7.5,6.8,6.2,15.7,13.6,12.4,5.7,5.1,7.4,3.7,1.1,26.4,12.2,67.1,20.8,1,1.1,12.8
0500000US37087,"Haywood County, North Carolina",48.3,51.7,4.9,4.3,5.6,5.3,4.8,11.2,11,13.2,7.3,8,14.1,7.6,2.6,18.3,24.3,95.5,0.9,0.5,0.7,4
0500000US37089,"Henderson County, North Carolina",48.1,51.9,4.9,5.7,5.2,5.3,4.5,10.1,11.4,12.9,7.1,7.5,14.3,7.8,3.3,19.2,25.4,91.2,3.5,0.4,1.3,10.1
